===========spline pt vertex============
5606,-7.03549e-05,-9.40362e-05,0.00259515
6421,0.000445823,-0.000459644,0.023974
5396,0.000569448,0.000533099,-0.00995969
6109,0.000264602,0.000155526,0.0196286
5907,-0.000571047,0.000288054,0.0153834
5904,0.000304544,0.000182621,0.0151371
5807,0.000181657,-0.000269165,0.0108505
6415,0.000751259,-0.000237367,0.0242133
7114,7.80239e-07,-0.000476782,0.0313067
6304,0.000418948,-0.00059961,0.0222425
6111,-0.000174295,0.000585795,0.0202736
5503,-5.44611e-05,3.51502e-05,0.00101916
4996,0.00703089,-0.00252724,-0.0565503
5700,-5.38459e-05,1.57374e-05,0.00841753
6310,-9.40828e-05,0.000552812,0.0236022
5901,-0.000376576,0.000314318,0.0154343
6414,-0.000347575,-0.000669164,0.0237444
6209,-0.000255978,-0.000596793,0.0204548
5204,-0.000332876,0.000716722,-0.0277985
6622,0.000102792,-3.58858e-05,0.0269749
5805,-0.000179824,-0.000346505,0.0105505
5300,7.43902e-05,-0.000737245,-0.0103555
5602,8.12881e-05,-7.41237e-05,0.00316132
6710,-9.05249e-05,-0.000234486,0.0279118
4692,0.0134061,0.412865,-0.362678
4999,-0.00157872,0.00070996,-0.0642078
6720,-0.000296434,0.000333458,0.0283528
6813,-0.000466105,0.000583772,0.0294987
5201,0.00232541,4.97713e-05,-0.0256152
6103,0.00049075,0.000180313,0.0196692
5497,-5.13497e-05,6.35758e-05,0.00145857
6011,0.000678605,-0.000114072,0.0170045
6307,-0.000643996,-0.000321639,0.0225858
5809,-0.00013904,3.47132e-05,0.0118992
6106,-0.000537595,0.000289567,0.0198365
5202,-0.000905546,-0.000961236,-0.0224754
5812,0.000443141,-7.50263e-05,0.011558
7015,0.000475709,0.00032922,0.0310256
5198,-0.000892633,0.000103272,-0.0261242
6316,-0.000279174,0.000507836,0.023552
5811,-0.00029254,-0.000353379,0.0105309
5001,-0.00741867,-0.000236391,-0.061324
6507,0.000525346,-4.7798e-05,0.0257556
4504,-0.23574,-0.312842,0.449944
6014,-0.000262072,-1.33838e-05,0.0171877
6712,0.00041003,-5.42857e-05,0.028053
6620,0.000628405,-0.000389867,0.0266681
5407,-0.000136925,-0.000146785,-0.00557254
4798,-0.00911068,-0.0222923,-0.127066
6509,0.000254342,-0.000548606,0.0252754
5608,3.75679e-05,-7.99465e-05,0.00301207
6511,-0.000235639,-8.9227e-05,0.0257168
6506,-0.000519007,-0.000577989,0.0252466
6606,0.000200881,4.17416e-06,0.027009
5903,-0.000591962,-0.000181501,0.0142773
6218,9.49012e-05,0.000106724,0.021431
6019,-8.6086e-05,0.000202256,0.0175896
5206,0.00103727,-0.000703416,-0.0234725
6017,0.000416538,-0.000175224,0.0168768
5513,7.69693e-05,0.000164451,-0.00328742
5296,0.000147135,-0.000221426,-0.0141422
5712,-2.35213e-05,-0.00035344,0.00591975
6624,-0.000209436,-0.000694313,0.0263997
5411,0.000261687,-0.000130545,-0.00573725
6714,-4.21279e-05,0.00037751,0.0283867
5298,0.000661,-0.000619794,-0.011405
5499,4.43255e-06,8.25839e-05,0.00169743
6015,0.000714185,0.000378383,0.0179182
6220,0.000537586,0.000307265,0.0216972
4792,-0.0384283,0.00432332,-0.166801
5208,-0.000264941,-0.00114338,-0.0217617
5409,5.75745e-05,-0.000212102,-0.00320769
6716,-0.000284155,-0.000208345,0.0279322
5105,-0.00361011,0.00289071,-0.0458118
5815,-0.000340805,4.61584e-06,0.0118117
4992,0.00774067,-0.000849412,-0.0599924
6301,-0.000237184,-0.000684259,0.0221357
5698,-0.00030988,-1.7402e-05,0.0082748
6809,-0.000428627,-0.000173485,0.0289615
5899,0.000108493,6.09892e-05,0.0148515
6922,0.000590834,4.4199e-05,0.0300211
4994,0.00287807,0.000401858,-0.0635525
4795,0.0262244,0.00657324,-0.174901
6805,0.000499297,-0.000394638,0.0287994
4597,-0.520444,-0.31465,-0.424794
5714,0.000175048,-0.000254327,0.00682322
6403,-8.07278e-05,0.000419274,0.024893
4489,-0.0979409,0.0678155,0.274632
6202,0.000182917,0.000198742,0.0215532
6807,-8.51853e-05,0.000212212,0.0292393
6717,0.000726685,0.000255051,0.0282911
6604,-0.000157286,-0.000352278,0.0267018
7017,2.72353e-05,0.000716493,0.0312604
6919,-0.000215995,0.000256202,0.0301629
7010,-0.000660115,7.76225e-06,0.0308263
4791,0.0337796,0.0255702,-0.19043
5195,0.00135575,0.00247719,-0.0314133
4599,-0.0311036,-0.318178,-0.367188
7022,8.25928e-05,-0.000647856,0.0304132
4594,0.17744,-0.365242,-0.437676
4391,0.0411296,-0.0282079,0.210537
4493,0.0158802,0.0857144,0.242213
4495,-0.0615469,0.0786648,0.263031
4696,-0.011507,0.207195,-0.466775
7515,-0.000183312,0.000523152,0.0343599
7120,-0.000183005,-0.000451864,0.0313214
7414,-0.000433365,-0.000359185,0.0333758
7213,-0.000288925,-0.000454432,0.0320413
7311,-0.000614755,0.00033008,0.0331144
7216,0.000201812,0.000503824,0.0325662
4296,0.00392975,-0.0201349,0.129338
6917,-0.000592992,0.000125348,0.0300749
4901,0.000165261,0.0221061,-0.121944
7314,-6.05019e-05,0.000503315,0.0332046
7321,-0.000440799,-0.000244722,0.032819
7222,3.14593e-05,0.000400637,0.0325114
7718,0.000220439,-2.7499e-05,0.0351301
7319,-3.68275e-05,-0.000588232,0.0326382
7419,0.000586219,-5.84209e-05,0.0335239
7619,-0.000551574,-0.000388481,0.0344717
4804,-0.000163116,-0.0239932,-0.122246
7620,0.000375838,2.00744e-05,0.0346561
4903,0.0124169,0.00467926,-0.104264
4499,0.231064,-0.0664645,0.383577
4093,0.00054737,-0.00456305,0.051696
4292,-0.00103762,-0.0033841,0.113143
7417,0.000141658,-0.000228564,0.0334422
7622,0.000131535,-0.000414993,0.0344619
7109,6.72112e-05,0.000490452,0.0318702
4298,0.0115803,-0.00244107,0.110486
7827,-1.40049e-05,1.80834e-05,0.0356125
5091,-1.59187e-06,-0.00339867,-0.0296952
5394,2.21955e-05,0.000294539,-0.00895782
4501,0.107076,-0.287729,0.542659
4294,-0.0184013,-0.01002,0.117529
5108,0.0037814,0.00117078,-0.0427111
6827,-0.000125534,-0.000456569,0.0287547
6702,-0.000520199,0.00049946,0.028478
4095,-0.000894627,-0.00395873,0.0508409
4906,-0.00640375,0.00401031,-0.104697
4401,0.00554303,0.0290165,0.129072
7330,-0.000471947,0.000249609,0.0330746
4702,0.0876943,0.159807,-0.448469
6905,-0.000268586,0.000112787,0.0300682
6499,0.000191687,0.00064751,0.0263936
6501,-0.000280567,0.000356526,0.0261307
4588,-1.84358,-0.472195,-1.74936
3993,-0.00132547,0.000496461,0.0264971
4604,-0.00916298,0.838803,0.624037
4403,-0.00449514,0.0248694,0.144751
7127,0.000168399,0.000619425,0.0319428
7107,0.000626247,-8.50559e-05,0.0315363
7324,0.000332795,-0.000575272,0.0326444
4091,-0.00270122,-0.000424923,0.0446379
7125,0.000654275,0.000347148,0.031786
7106,-0.000375284,0.000179319,0.0316916
7332,-0.000126319,0.000100107,0.0329996
7425,0.000259908,0.000565333,0.033827
7533,-0.000257843,-0.000464218,0.0339009
7131,-0.000698087,0.000108921,0.0316486
7129,-0.000129409,-6.02007e-05,0.0315533
6924,0.000108168,0.000359683,0.0302308
4191,0.00118439,0.00667804,0.0513445
6524,-3.16512e-05,0.000792391,0.0265224
7626,0.000198119,-7.8864e-05,0.034613
6903,-0.000468621,-0.000353053,0.0297543
6926,0.000526565,0.000295445,0.0301873
7423,-0.00020172,0.00060227,0.0338447
6825,-0.000523158,-0.000362989,0.0288225
4088,0.0029935,-0.00141668,0.0465055
4705,-0.0271048,-0.0664429,-0.22235
5818,-3.01157e-05,0.000654386,0.0136446
4184,-0.00308809,-0.00960707,0.0804605
4387,-0.0364246,-0.0855556,0.238134
7825,0.000350806,-0.0002479,0.0355032
6021,0.000216157,0.000284516,0.0177402
4908,-0.0132662,-0.0031166,-0.0920075
4485,-0.0890484,0.0728651,0.251766
7104,0.000285201,-0.000484624,0.0313015
6224,-0.000453627,9.34453e-05,0.0214149
4789,0.00542246,-0.0186885,-0.138184
5716,-0.000102515,-0.000172915,0.00737523
4286,-0.00865365,0.0108317,0.0855708
5617,6.04995e-05,0.000161489,0.0055578
7624,-0.000262255,-6.97107e-05,0.0346168
4085,-0.00443913,-0.00130291,0.0459512
4200,0.00503507,-0.000960509,0.0691478
6222,-4.57835e-05,0.000714826,0.0222147
4188,-0.003421,-0.0137601,0.0842184
4283,0.00792389,-3.73438e-05,0.107875
3886,-0.00127379,-0.00102819,0.0199503
7829,-0.000233054,-0.000521097,0.0353905
7925,-0.000337219,0.000120861,0.0360859
4586,0.590514,-0.562617,-0.82625
4787,-0.0205653,-0.0133299,-0.146402
5921,-0.000423847,-0.000352887,0.0138226
4607,-0.838087,0.405539,0.224562
7823,-8.37852e-05,-0.000361113,0.0354575
5719,0.00012442,-0.000252834,0.00682693
5111,-3.59198e-05,0.000262751,-0.0413771
3889,0.00133322,-0.00127496,0.0205822
3787,0.000157462,-1.68446e-05,0.00847126
4809,0.0150751,0.0324824,-0.200086
5109,-0.0019944,-0.00176049,-0.0360345
7716,-0.000129215,-0.000283683,0.035021
===================================

